model,phase,CL,CT,CL_alpha,CD_alpha
fluxv_uvpm,0.1953125,0.4926628477886421,0.30697797735544236,1.9035030733286786,-1.1860718257184104
fluxv_uvpm,0.203125,0.5564311858440043,0.3520918529309556,2.149885011837504,-1.3603784558879297
fluxv_uvpm,0.2109375,0.6225646383889347,0.39898983358697815,2.4054050510167473,-1.541578338753759
fluxv_uvpm,0.21875,0.693428319913001,0.44945602440401944,2.679201291536824,-1.7365647270122087
fluxv_uvpm,0.2265625,0.7642920014370677,0.4999222152210606,2.9529975320569015,-1.9315511152706577
fluxv_uvpm,0.234375,0.8351556829611341,0.5503884060381019,3.2267937725769786,-2.126537503529107
fluxv_uvpm,0.2421875,0.9060193644852006,0.6008545968551431,3.5005900130970558,-2.3215238917875567
fluxv_uvpm,0.25,0.976883046009267,0.6513207876721844,3.774386253617133,-2.516510280046006
fluxv_uvpm,0.2578125,1.0500375885058517,0.6944798303924843,4.057033701248383,-2.68326401605181
fluxv_uvpm,0.265625,1.1231921310024362,0.7376388731127841,4.339681148879631,-2.850017752057613
fluxv_uvpm,0.2734375,1.1963466734990207,0.7807979158330839,4.622328596510879,-3.016771488063416
fluxv_uvpm,0.28125,1.2695012159956054,0.8239569585533839,4.904976044142129,-3.18352522406922
fluxv_uvpm,0.2890625,1.3426557584921899,0.8671160012736837,5.187623491773377,-3.3502789600750233
fluxv_uvpm,0.296875,1.4101000298125228,0.8955083518046137,5.448208145787604,-3.459978578662533
fluxv_uvpm,0.3046875,1.4746891655447305,0.9165173562408596,5.697761402993322,-3.541151138540899
fluxv_uvpm,0.3125,1.5392783012769382,0.9375263606771055,5.94731466019904,-3.622323698419265
fluxv_uvpm,0.3203125,1.603867437009146,0.9585353651133514,6.1968679174047585,-3.703496258297631
fluxv_uvpm,0.328125,1.6684565727413532,0.9795443695495971,6.4464211746104745,-3.7846688181759967
fluxv_uvpm,0.3359375,1.7252668473664663,0.9897905899444606,6.6659192204463595,-3.8242571737809903
fluxv_uvpm,0.34375,1.7665193997773896,0.9785112422565573,6.8253068435425766,-3.7806771208392314
fluxv_uvpm,0.3515625,1.8077719521883129,0.967231894568654,6.984694466638794,-3.737097067897473
fluxv_uvpm,0.359375,1.8490245045992362,0.9559525468807507,7.14408208973501,-3.693517014955714
fluxv_uvpm,0.3671875,1.890277057010159,0.9446731991928474,7.303469712831225,-3.6499369620139555
fluxv_uvpm,0.375,1.9315296094210823,0.9333938515049441,7.462857335927442,-3.6063569090721965
fluxv_uvpm,0.3828125,1.9344603854900673,0.8905877984905941,7.474180985111852,-3.440967020559958
fluxv_uvpm,0.390625,1.9373911615590527,0.8477817454762443,7.485504634296263,-3.2755771320477196
fluxv_uvpm,0.3984375,1.9403219376280376,0.8049756924618943,7.496828283480673,-3.110187243535481
fluxv_uvpm,0.40625,1.9432527136970226,0.7621696394475443,7.508151932665084,-2.9447973550232422
fluxv_uvpm,0.4140625,1.946183489766008,0.7193635864331945,7.519475581849496,-2.7794074665110045
fluxv_uvpm,0.421875,1.9179462846869504,0.6647120981629896,7.410375399257165,-2.5682503306497044
fluxv_uvpm,0.4296875,1.8741250890338728,0.6041378922648579,7.241063300776469,-2.334209571113876
fluxv_uvpm,0.4375,1.8303038933807956,0.5435636863667263,7.071751202295776,-2.1001688115780484
fluxv_uvpm,0.4453125,1.786482697727718,0.4829894804685946,6.902439103815079,-1.8661280520422203
fluxv_uvpm,0.453125,1.7426615020746403,0.42241527457046285,6.733127005334384,-1.632087292506392
fluxv_uvpm,0.4609375,1.6862621230243386,0.36347914327125774,6.515216538088972,-1.404375567212529
fluxv_uvpm,0.46875,1.6047063771795855,0.3078191611699061,6.200109333314114,-1.1893219104025978
fluxv_uvpm,0.4765625,1.5231506313348329,0.25215917906855445,5.885002128539258,-0.9742682535926664
fluxv_uvpm,0.484375,1.44159488549008,0.1964991969672028,5.5698949237644015,-0.7592145967827351
fluxv_uvpm,0.4921875,1.360039139645327,0.14083921486585116,5.254787718989545,-0.5441609399728037
fluxv_uvpm,0.5,1.2784833938005742,0.08517923276449953,4.939680514214688,-0.32910728316287235
fluxv_uvpm,0.5078125,1.1872143095093382,0.0531536012497579,4.587043851580053,-0.2053697448296482
fluxv_uvpm,0.515625,1.095945225218102,0.02112796973501627,4.234407188945417,-0.08163220649642408
fluxv_uvpm,0.5234375,1.0046761409268659,-0.010897661779725353,3.8817705263107816,0.04210533183680004
fluxv_uvpm,0.53125,0.9134070566356297,-0.04292329329446699,3.529133863676146,0.16584287017002422
fluxv_uvpm,0.5390625,0.8221379723443936,-0.07494892480920862,3.1764972010415105,0.28958040850324834
fluxv_uvpm,0.546875,0.7412941290708229,-0.08930852979665027,2.8641405765838797,0.3450616617539652
fluxv_uvpm,0.5546875,0.6656629063060858,-0.09483512152044045,2.571923971214755,0.3664147724634226
fluxv_uvpm,0.5625,0.5900316835413487,-0.10036171324423061,2.2797073658456295,0.38776788317287997
fluxv_uvpm,0.5703125,0.5144004607766117,-0.10588830496802078,1.9874907604765046,0.40912099388233736
fluxv_uvpm,0.578125,0.4387692380118746,-0.11141489669181093,1.6952741551073796,0.43047410459179464
fluxv_uvpm,0.5859375,0.36756342578817774,-0.10987766458571153,1.420156023072345,0.42453469582266606
fluxv_uvpm,0.59375,0.3052084346465621,-0.09421278481983175,1.1792348377054944,0.36401024809636073
fluxv_uvpm,0.6015625,0.24285344350494653,-0.07854790505395197,0.9383136523386443,0.3034858003700554
fluxv_uvpm,0.609375,0.1804984523633309,-0.06288302528807217,0.6973924669717938,0.24296135264375
fluxv_uvpm,0.6171875,0.1181434612217153,-0.047218145522192397,0.45647128160494344,0.18243690491744466
fluxv_uvpm,0.625,0.05578847008009966,-0.03155326575631261,0.21555009623809293,0.12191245719113929
fluxv_uvpm,0.6328125,-0.0032049088389124606,0.0009051519291516732,-0.01238281687363063,-0.0034972385003318967
fluxv_uvpm,0.640625,-0.06219828775792459,0.03336356961461596,-0.24031572998535422,-0.1289069341918031
fluxv_uvpm,0.6484375,-0.12119166667693669,0.06582198730008024,-0.4682486430970777,-0.25431662988327425
fluxv_uvpm,0.65625,-0.18018504559594883,0.09828040498554452,-0.6961815562088014,-0.37972632557474545
fluxv_uvpm,0.6640625,-0.23917842451496096,0.1307388226710088,-0.924114469320525,-0.5051360212662167
fluxv_uvpm,0.671875,-0.30135510249685926,0.1716341707517033,-1.1643467055428227,-0.6631435128111123
fluxv_uvpm,0.6796875,-0.3651234300102008,0.21674798403001364,-1.4107286033204083,-0.8374499022827229
fluxv_uvpm,0.6875,-0.42889175752354247,0.261861797308324,-1.657110501097994,-1.0117562917543335
fluxv_uvpm,0.6953125,-0.492660085036884,0.3069756105866343,-1.9034923988755796,-1.186062681225944
fluxv_uvpm,0.703125,-0.5564284125502256,0.35208942386494463,-2.149874296653165,-1.3603690706975546
fluxv_uvpm,0.7109375,-0.6225618537618334,0.3989873527888825,-2.405394292043812,-1.5415687536859572
fluxv_uvpm,0.71875,-0.693425522369974,0.44945351300407577,-2.679190482660584,-1.7365550237079457
fluxv_uvpm,0.7265625,-0.7642891909781147,0.499919673219269,-2.9529866732773558,-1.9315412937299339
fluxv_uvpm,0.734375,-0.8351528595862553,0.5503858334344622,-3.226782863894128,-2.126527563751922
fluxv_uvpm,0.7421875,-0.9060165281943958,0.6008519936496555,-3.500579054510899,-2.3215138337739103
fluxv_uvpm,0.75,-0.9768801968025365,0.6513181538648487,-3.774375245127671,-2.5165001037958983
fluxv_uvpm,0.7578125,-1.0500347352956074,0.6944772019387054,-4.057022677290531,-2.683253860486257
fluxv_uvpm,0.765625,-1.1231892737886782,0.7376362500125622,-4.33967010945339,-2.8500076171766158
fluxv_uvpm,0.7734375,-1.1963438122817494,0.7807952980864188,-4.622317541616251,-3.016761373866974
fluxv_uvpm,0.78125,-1.2694983507748203,0.8239543461602756,-4.904964973779111,-3.1835151305573333
fluxv_uvpm,0.7890625,-1.342652889267891,0.8671133942341323,-5.18761240594197,-3.3502688872476916
fluxv_uvpm,0.796875,-1.4100971664541901,0.8955057747851135,-5.448197082620551,-3.4599686218237724
fluxv_uvpm,0.8046875,-1.474686312987103,0.9165148215746555,-5.697750381556989,-3.5411413453427087
fluxv_uvpm,0.8125,-1.5392754595200155,0.9375238683641977,-5.947303680493426,-3.6223140688616455
fluxv_uvpm,0.8203125,-1.603864606052928,0.9585329151537396,-6.196856979429863,-3.7034867923805814
fluxv_uvpm,0.828125,-1.668453752585841,0.9795419619432817,-6.446410278366301,-3.784659515899518
fluxv_uvpm,0.8359375,-1.725264044832303,0.9897882358015588,-6.66590839228585,-3.82424807807128
fluxv_uvpm,0.84375,-1.7665166285058622,0.9785089637973045,-6.825296136171617,-3.7806683175486855
fluxv_uvpm,0.8515625,-1.807769212179422,0.9672296917930501,-6.984683880057386,-3.7370885570260914
fluxv_uvpm,0.859375,-1.8490217958529813,0.9559504197887957,-7.1440716239431525,-3.693508796503497
fluxv_uvpm,0.8671875,-1.8902743795265409,0.9446711477845413,-7.30345936782892,-3.649929035980903
fluxv_uvpm,0.875,-1.9315269632001004,0.9333918757802869,-7.462847111714688,-3.6063492754583084
fluxv_uvpm,0.8828125,-1.9344577991861278,0.890585923176493,-7.474170992400773,-3.4409597749026672
fluxv_uvpm,0.890625,-1.9373886351721552,0.8477799705726992,-7.485494873086858,-3.275570274347026
fluxv_uvpm,0.8984375,-1.9403194711581828,0.8049740179689052,-7.496818753772944,-3.1101807737913845
fluxv_uvpm,0.90625,-1.9432503071442104,0.7621680653651114,-7.50814263445903,-2.9447912732357437
fluxv_uvpm,0.9140625,-1.9461811431302378,0.7193621127613175,-7.5194665151451145,-2.779401772680102
fluxv_uvpm,0.921875,-1.9179440213136076,0.6647107307696305,-7.4103666542541005,-2.5682450474474634
fluxv_uvpm,0.9296875,-1.8741229205956464,0.604136634083996,-7.241054922574527,-2.3342047098763214
fluxv_uvpm,0.9375,-1.830301819877685,0.5435625373983615,-7.071743190894954,-2.10016437230518
fluxv_uvpm,0.9453125,-1.7864807191597236,0.48298844071272695,-6.90243145921538,-1.866124034734038
fluxv_uvpm,0.953125,-1.7426596184417622,0.4224143440270924,-6.733119727535807,-1.632083697162896
fluxv_uvpm,0.9609375,-1.6862530935945343,0.36347515066970454,-6.5151816510511935,-1.404360140984712
fluxv_uvpm,0.96875,-1.6046978283178328,0.30781561605727603,-6.2000763030487045,-1.1893082131392119
fluxv_uvpm,0.9765625,-1.5231425630411313,0.25215608144484764,-5.884970955046216,-0.9742562852937123
fluxv_uvpm,0.984375,-1.4415872977644297,0.19649654683241913,-5.569865607043728,-0.7592043574482122
fluxv_uvpm,0.9921875,-1.3600320324877282,0.14083701221999068,-5.25476025904124,-0.5441524296027125
ptera_prescribed_wake_uvlm,0.0,-1.2784767672110267,0.08517747760756221,-4.939654911038751,-0.32910050175721256
ptera_prescribed_wake_uvlm,0.0078125,-1.1872081063033804,0.05315215718248873,-4.587019884232691,-0.20536416538216748
ptera_prescribed_wake_uvlm,0.015625,-1.0959394453957338,0.021126836757415255,-4.2343848574266305,-0.08162782900712237
ptera_prescribed_wake_uvlm,0.0234375,-1.0046707844880873,-0.010898483667658212,-3.8817498306205693,0.0421085073679227
ptera_prescribed_wake_uvlm,0.03125,-0.9134021235804409,-0.0429238040927317,-3.5291148038145086,0.16584484374296785
ptera_prescribed_wake_uvlm,0.0390625,-0.8221334626727945,-0.07494912451780518,-3.176479777008448,0.289581180118013
ptera_prescribed_wake_uvlm,0.046875,-0.7412899025064359,-0.0893084954171122,-2.864124246393088,0.3450615289216303
ptera_prescribed_wake_uvlm,0.0546875,-0.6656588927107205,-0.09483489155353675,-2.571908463873076,0.3664138839395367
ptera_prescribed_wake_uvlm,0.0625,-0.5900278829150053,-0.1003612876899613,-2.279692681353065,0.3877662389574431
ptera_prescribed_wake_uvlm,0.0703125,-0.5143968731192899,-0.10588768382638587,-1.987476898833053,0.40911859397534955
ptera_prescribed_wake_uvlm,0.078125,-0.4387658633235746,-0.11141407996281043,-1.6952611163130409,0.430470948993256
ptera_prescribed_wake_uvlm,0.0859375,-0.36756021963432967,-0.10987667360885545,-1.4201436354451253,0.4245308669821119
ptera_prescribed_wake_uvlm,0.09375,-0.3052053081580264,-0.09421166227414025,-1.1792227578814054,0.3640059109128623
ptera_prescribed_wake_uvlm,0.1015625,-0.24285039668172295,-0.07854665093942503,-0.9383018803176851,0.3034809548436126
ptera_prescribed_wake_uvlm,0.109375,-0.1804954852054196,-0.06288163960470983,-0.697381002753965,0.242955998774363
ptera_prescribed_wake_uvlm,0.1171875,-0.11814057372911624,-0.04721662826999462,-0.4564601251902448,0.18243104270511334
ptera_prescribed_wake_uvlm,0.125,-0.05578566225281289,-0.03155161693527941,-0.2155392476265247,0.12190608663586369
ptera_prescribed_wake_uvlm,0.1328125,0.0032077009668983565,0.0009068925360654911,0.012393604827758154,-0.003503963689017793
ptera_prescribed_wake_uvlm,0.140625,0.0622010641866096,0.03336540200741039,0.24032645728204105,-0.12891401401389926
ptera_prescribed_wake_uvlm,0.1484375,0.12119442740632083,0.06582391147875528,0.46825930973632385,-0.25432406433878074
ptera_prescribed_wake_uvlm,0.15625,0.18018779062603207,0.09828242095010019,0.6961921621906068,-0.37973411466366225
ptera_prescribed_wake_uvlm,0.1640625,0.23918115384574337,0.13074093042144508,0.9241250146448898,-0.5051441649885438
ptera_prescribed_wake_uvlm,0.171875,0.3013578336225553,0.17163635062890248,1.1643572578022012,-0.6631519352098515
ptera_prescribed_wake_uvlm,0.1796875,0.36512617167791755,0.21675022620441578,1.410739196311027,-0.8374585653793711
ptera_prescribed_wake_uvlm,0.1875,0.4288945097332798,0.2618641017799291,1.6571211348198527,-1.0117651955488909
ptera_prescribed_wake_uvlm,0.1953125,0.4926628477886421,0.30697797735544236,1.9035030733286786,-1.1860718257184104
ptera_prescribed_wake_uvlm,0.203125,0.5564311858440043,0.3520918529309556,2.149885011837504,-1.3603784558879297
ptera_prescribed_wake_uvlm,0.2109375,0.6225646383889347,0.39898983358697815,2.4054050510167473,-1.541578338753759
ptera_prescribed_wake_uvlm,0.21875,0.693428319913001,0.44945602440401944,2.679201291536824,-1.7365647270122087
ptera_prescribed_wake_uvlm,0.2265625,0.7642920014370677,0.4999222152210606,2.9529975320569015,-1.9315511152706577
ptera_prescribed_wake_uvlm,0.234375,0.8351556829611341,0.5503884060381019,3.2267937725769786,-2.126537503529107
ptera_prescribed_wake_uvlm,0.2421875,0.9060193644852006,0.6008545968551431,3.5005900130970558,-2.3215238917875567
ptera_prescribed_wake_uvlm,0.25,0.976883046009267,0.6513207876721844,3.774386253617133,-2.516510280046006
ptera_prescribed_wake_uvlm,0.2578125,1.0500375885058517,0.6944798303924843,4.057033701248383,-2.68326401605181
ptera_prescribed_wake_uvlm,0.265625,1.1231921310024362,0.7376388731127841,4.339681148879631,-2.850017752057613
ptera_prescribed_wake_uvlm,0.2734375,1.1963466734990207,0.7807979158330839,4.622328596510879,-3.016771488063416
ptera_prescribed_wake_uvlm,0.28125,1.2695012159956054,0.8239569585533839,4.904976044142129,-3.18352522406922
ptera_prescribed_wake_uvlm,0.2890625,1.3426557584921899,0.8671160012736837,5.187623491773377,-3.3502789600750233
ptera_prescribed_wake_uvlm,0.296875,1.4101000298125228,0.8955083518046137,5.448208145787604,-3.459978578662533
ptera_prescribed_wake_uvlm,0.3046875,1.4746891655447305,0.9165173562408596,5.697761402993322,-3.541151138540899
ptera_prescribed_wake_uvlm,0.3125,1.5392783012769382,0.9375263606771055,5.94731466019904,-3.622323698419265
ptera_prescribed_wake_uvlm,0.3203125,1.603867437009146,0.9585353651133514,6.1968679174047585,-3.703496258297631
ptera_prescribed_wake_uvlm,0.328125,1.6684565727413532,0.9795443695495971,6.4464211746104745,-3.7846688181759967
ptera_prescribed_wake_uvlm,0.3359375,1.7252668473664663,0.9897905899444606,6.6659192204463595,-3.8242571737809903
ptera_prescribed_wake_uvlm,0.34375,1.7665193997773896,0.9785112422565573,6.8253068435425766,-3.7806771208392314
ptera_prescribed_wake_uvlm,0.3515625,1.8077719521883129,0.967231894568654,6.984694466638794,-3.737097067897473
ptera_prescribed_wake_uvlm,0.359375,1.8490245045992362,0.9559525468807507,7.14408208973501,-3.693517014955714
ptera_prescribed_wake_uvlm,0.3671875,1.890277057010159,0.9446731991928474,7.303469712831225,-3.6499369620139555
ptera_prescribed_wake_uvlm,0.375,1.9315296094210823,0.9333938515049441,7.462857335927442,-3.6063569090721965
ptera_prescribed_wake_uvlm,0.3828125,1.9344603854900673,0.8905877984905941,7.474180985111852,-3.440967020559958
ptera_prescribed_wake_uvlm,0.390625,1.9373911615590527,0.8477817454762443,7.485504634296263,-3.2755771320477196
ptera_prescribed_wake_uvlm,0.3984375,1.9403219376280376,0.8049756924618943,7.496828283480673,-3.110187243535481
ptera_prescribed_wake_uvlm,0.40625,1.9432527136970226,0.7621696394475443,7.508151932665084,-2.9447973550232422
ptera_prescribed_wake_uvlm,0.4140625,1.946183489766008,0.7193635864331945,7.519475581849496,-2.7794074665110045
ptera_prescribed_wake_uvlm,0.421875,1.9179462846869504,0.6647120981629896,7.410375399257165,-2.5682503306497044
ptera_prescribed_wake_uvlm,0.4296875,1.8741250890338728,0.6041378922648579,7.241063300776469,-2.334209571113876
ptera_prescribed_wake_uvlm,0.4375,1.8303038933807956,0.5435636863667263,7.071751202295776,-2.1001688115780484
ptera_prescribed_wake_uvlm,0.4453125,1.786482697727718,0.4829894804685946,6.902439103815079,-1.8661280520422203
ptera_prescribed_wake_uvlm,0.453125,1.7426615020746403,0.42241527457046285,6.733127005334384,-1.632087292506392
ptera_prescribed_wake_uvlm,0.4609375,1.6862621230243386,0.36347914327125774,6.515216538088972,-1.404375567212529
ptera_prescribed_wake_uvlm,0.46875,1.6047063771795855,0.3078191611699061,6.200109333314114,-1.1893219104025978
ptera_prescribed_wake_uvlm,0.4765625,1.5231506313348329,0.25215917906855445,5.885002128539258,-0.9742682535926664
ptera_prescribed_wake_uvlm,0.484375,1.44159488549008,0.1964991969672028,5.5698949237644015,-0.7592145967827351
ptera_prescribed_wake_uvlm,0.4921875,1.360039139645327,0.14083921486585116,5.254787718989545,-0.5441609399728037
ptera_prescribed_wake_uvlm,0.5,1.2784833938005742,0.08517923276449953,4.939680514214688,-0.32910728316287235
ptera_prescribed_wake_uvlm,0.5078125,1.1872143095093382,0.0531536012497579,4.587043851580053,-0.2053697448296482
ptera_prescribed_wake_uvlm,0.515625,1.095945225218102,0.02112796973501627,4.234407188945417,-0.08163220649642408
ptera_prescribed_wake_uvlm,0.5234375,1.0046761409268659,-0.010897661779725353,3.8817705263107816,0.04210533183680004
ptera_prescribed_wake_uvlm,0.53125,0.9134070566356297,-0.04292329329446699,3.529133863676146,0.16584287017002422
ptera_prescribed_wake_uvlm,0.5390625,0.8221379723443936,-0.07494892480920862,3.1764972010415105,0.28958040850324834
ptera_prescribed_wake_uvlm,0.546875,0.7412941290708229,-0.08930852979665027,2.8641405765838797,0.3450616617539652
ptera_prescribed_wake_uvlm,0.5546875,0.6656629063060858,-0.09483512152044045,2.571923971214755,0.3664147724634226
ptera_prescribed_wake_uvlm,0.5625,0.5900316835413487,-0.10036171324423061,2.2797073658456295,0.38776788317287997
ptera_prescribed_wake_uvlm,0.5703125,0.5144004607766117,-0.10588830496802078,1.9874907604765046,0.40912099388233736
ptera_prescribed_wake_uvlm,0.578125,0.4387692380118746,-0.11141489669181093,1.6952741551073796,0.43047410459179464
ptera_prescribed_wake_uvlm,0.5859375,0.36756342578817774,-0.10987766458571153,1.420156023072345,0.42453469582266606
ptera_prescribed_wake_uvlm,0.59375,0.3052084346465621,-0.09421278481983175,1.1792348377054944,0.36401024809636073
ptera_prescribed_wake_uvlm,0.6015625,0.24285344350494653,-0.07854790505395197,0.9383136523386443,0.3034858003700554
ptera_prescribed_wake_uvlm,0.609375,0.1804984523633309,-0.06288302528807217,0.6973924669717938,0.24296135264375
ptera_prescribed_wake_uvlm,0.6171875,0.1181434612217153,-0.047218145522192397,0.45647128160494344,0.18243690491744466
ptera_prescribed_wake_uvlm,0.625,0.05578847008009966,-0.03155326575631261,0.21555009623809293,0.12191245719113929
ptera_prescribed_wake_uvlm,0.6328125,-0.0032049088389124606,0.0009051519291516732,-0.01238281687363063,-0.0034972385003318967
ptera_prescribed_wake_uvlm,0.640625,-0.06219828775792459,0.03336356961461596,-0.24031572998535422,-0.1289069341918031
ptera_prescribed_wake_uvlm,0.6484375,-0.12119166667693669,0.06582198730008024,-0.4682486430970777,-0.25431662988327425
ptera_prescribed_wake_uvlm,0.65625,-0.18018504559594883,0.09828040498554452,-0.6961815562088014,-0.37972632557474545
ptera_prescribed_wake_uvlm,0.6640625,-0.23917842451496096,0.1307388226710088,-0.924114469320525,-0.5051360212662167
ptera_prescribed_wake_uvlm,0.671875,-0.30135510249685926,0.1716341707517033,-1.1643467055428227,-0.6631435128111123
ptera_prescribed_wake_uvlm,0.6796875,-0.3651234300102008,0.21674798403001364,-1.4107286033204083,-0.8374499022827229
ptera_prescribed_wake_uvlm,0.6875,-0.42889175752354247,0.261861797308324,-1.657110501097994,-1.0117562917543335
ptera_prescribed_wake_uvlm,0.6953125,-0.492660085036884,0.3069756105866343,-1.9034923988755796,-1.186062681225944
ptera_prescribed_wake_uvlm,0.703125,-0.5564284125502256,0.35208942386494463,-2.149874296653165,-1.3603690706975546
ptera_prescribed_wake_uvlm,0.7109375,-0.6225618537618334,0.3989873527888825,-2.405394292043812,-1.5415687536859572
ptera_prescribed_wake_uvlm,0.71875,-0.693425522369974,0.44945351300407577,-2.679190482660584,-1.7365550237079457
ptera_prescribed_wake_uvlm,0.7265625,-0.7642891909781147,0.499919673219269,-2.9529866732773558,-1.9315412937299339
ptera_prescribed_wake_uvlm,0.734375,-0.8351528595862553,0.5503858334344622,-3.226782863894128,-2.126527563751922
ptera_prescribed_wake_uvlm,0.7421875,-0.9060165281943958,0.6008519936496555,-3.500579054510899,-2.3215138337739103
ptera_prescribed_wake_uvlm,0.75,-0.9768801968025365,0.6513181538648487,-3.774375245127671,-2.5165001037958983
ptera_prescribed_wake_uvlm,0.7578125,-1.0500347352956074,0.6944772019387054,-4.057022677290531,-2.683253860486257
ptera_prescribed_wake_uvlm,0.765625,-1.1231892737886782,0.7376362500125622,-4.33967010945339,-2.8500076171766158
ptera_prescribed_wake_uvlm,0.7734375,-1.1963438122817494,0.7807952980864188,-4.622317541616251,-3.016761373866974
ptera_prescribed_wake_uvlm,0.78125,-1.2694983507748203,0.8239543461602756,-4.904964973779111,-3.1835151305573333
ptera_prescribed_wake_uvlm,0.7890625,-1.342652889267891,0.8671133942341323,-5.18761240594197,-3.3502688872476916
ptera_prescribed_wake_uvlm,0.796875,-1.4100971664541901,0.8955057747851135,-5.448197082620551,-3.4599686218237724
ptera_prescribed_wake_uvlm,0.8046875,-1.474686312987103,0.9165148215746555,-5.697750381556989,-3.5411413453427087
ptera_prescribed_wake_uvlm,0.8125,-1.5392754595200155,0.9375238683641977,-5.947303680493426,-3.6223140688616455
ptera_prescribed_wake_uvlm,0.8203125,-1.603864606052928,0.9585329151537396,-6.196856979429863,-3.7034867923805814
ptera_prescribed_wake_uvlm,0.828125,-1.668453752585841,0.9795419619432817,-6.446410278366301,-3.784659515899518
ptera_prescribed_wake_uvlm,0.8359375,-1.725264044832303,0.9897882358015588,-6.66590839228585,-3.82424807807128
ptera_prescribed_wake_uvlm,0.84375,-1.7665166285058622,0.9785089637973045,-6.825296136171617,-3.7806683175486855
ptera_prescribed_wake_uvlm,0.8515625,-1.807769212179422,0.9672296917930501,-6.984683880057386,-3.7370885570260914
ptera_prescribed_wake_uvlm,0.859375,-1.8490217958529813,0.9559504197887957,-7.1440716239431525,-3.693508796503497
ptera_prescribed_wake_uvlm,0.8671875,-1.8902743795265409,0.9446711477845413,-7.30345936782892,-3.649929035980903
ptera_prescribed_wake_uvlm,0.875,-1.9315269632001004,0.9333918757802869,-7.462847111714688,-3.6063492754583084
ptera_prescribed_wake_uvlm,0.8828125,-1.9344577991861278,0.890585923176493,-7.474170992400773,-3.4409597749026672
ptera_prescribed_wake_uvlm,0.890625,-1.9373886351721552,0.8477799705726992,-7.485494873086858,-3.275570274347026
ptera_prescribed_wake_uvlm,0.8984375,-1.9403194711581828,0.8049740179689052,-7.496818753772944,-3.1101807737913845
ptera_prescribed_wake_uvlm,0.90625,-1.9432503071442104,0.7621680653651114,-7.50814263445903,-2.9447912732357437
ptera_prescribed_wake_uvlm,0.9140625,-1.9461811431302378,0.7193621127613175,-7.5194665151451145,-2.779401772680102
ptera_prescribed_wake_uvlm,0.921875,-1.9179440213136076,0.6647107307696305,-7.4103666542541005,-2.5682450474474634
ptera_prescribed_wake_uvlm,0.9296875,-1.8741229205956464,0.604136634083996,-7.241054922574527,-2.3342047098763214
ptera_prescribed_wake_uvlm,0.9375,-1.830301819877685,0.5435625373983615,-7.071743190894954,-2.10016437230518
ptera_prescribed_wake_uvlm,0.9453125,-1.7864807191597236,0.48298844071272695,-6.90243145921538,-1.866124034734038
